English,Kokborok
She cannot understand why the birds are not singing.,Bo bobo kwrwidi twkhwi rwma ya buima paro ya.
He is teaching traditional ways to preserve food.,Bo paramparik hakchak tabma niyom poraima ong.
The sacred tree is hundreds of years old.,Pavitra bwphang sai bochchor purono.
Are you collecting herbs for the healing ceremony?,Nwng nirokmani manchaimani tagwi jori buti khorokma ong do?
We are not disturbing the forest spirits.,Bwrwi buruma devtano kwchangwa ya.
They are making traditional musical instruments.,Bwrwi paramparik baja slaima ong.
I cannot climb to the sacred cave.,Ang pavitra guphao tongma paro ya.
She is teaching the meaning of traditional symbols.,Bo paramparik pratikko ortho poraima ong.
My mother knows how to interpret dreams.,Ani mamai bahai swpno byakhya kwrwima mani.
The children are learning traditional games.,Khoroksa paramparik khel hikhma ong.
We are preparing for the rain ritual.,Bwrwi twichwk ritualani tagwi twiyar ong.
Are they bringing clay for the traditional pottery?,Bwrwi paramparik bartonni tagwi mati pechakma ong do?
I am going to the sacred spring for water.,Ang pavitra jharanani twini tagwi thangma ong.
She cannot understand the significance of the full moon.,Bo purnima gurutwono buima paro ya.
He is teaching how to read weather signs.,Bo bahai barsa chinho poraima hikhma poraima ong.
The village is preparing for the wedding ceremony.,Nokhai biya manchaimani tagwi twiyar ong.
Are you bringing flowers for the offering?,Nwng pugamoni tagwi bwkhluk pechakma ong do?
We are not breaking the silence of the sacred grove.,Bwrwi pavitra burumani nisabda bhangma ya.
They are performing the traditional healing ritual.,Bwrwi paramparik nirokmani ritual kwrwima ong.
I cannot understand the language of the ancient songs.,Ang prachino rwma thum buima paro ya.
She is teaching how to make traditional dyes.,Bo paramparik rong slaima hikhma poraima ong.
My grandmother knows the stories of our ancestors.,Ani bwrwi ani purvajoni katha mani.
The elders are discussing the signs in nature.,Bwrwi prakritini chinho barai alochona kwrwima ong.
We are going to the forest to pray.,Bwrwi burumao prarthana kwrwimani tagwi thangma ong.
Are they bringing traditional musical instruments to the ceremony?,Bwrwi manchaimao paramparik baja pechakma ong do?
I am learning the traditional dance steps.,Ang paramparik mulungma charanbobo hikhma ong.
She cannot understand the language of the ancient texts.,Bo prachino textni thum buima paro ya.
He is teaching the art of traditional storytelling.,Bo paramparik katha swima kala poraima ong.
The sacred river flows through the village.,Pavitra chima nokhai thwi thangma ong.
Are you gathering medicinal plants for the sick?,Nwng nangphungni tagwi jori buti khorokma ong do?
We are not disturbing the sacred spirits.,Bwrwi pavitra devtano kwchangwa ya.
They are preparing traditional sweets for the festival.,Bwrwi pwjani tagwi paramparik misthano twiyar ong.
I cannot recognize all the medicinal plants.,Ang hakini jori buti chinhima paro ya.
She is teaching the traditional way of childbirth.,Bo paramparik prasav niyom poraima ong.
My father knows how to find water underground.,Ani bupha bahai bhumi tollo twi naima mani.
The birds are signaling the coming of rain.,Twkhwi twichwk phiyokma chinho ong.
We are collecting seeds for the next planting season.,Bwrwi nwtwino tuima rituni tagwi bij khorokma ong.
Are they performing the rain dance?,Bwrwi twichwk mulungma kwrwima ong do?
I am going to learn the traditional hunting methods.,Ang paramparik sikari paddhati hikhma thangma ong.
She cannot understand why the crops are failing.,Bo bobo kwrwidi phosal byartha buima paro ya.
He is teaching how to make traditional farming tools.,Bo paramparik khuma khamjakbobo slaima hikhma poraima ong.
The full moon night is considered sacred.,Purnima horwi pavitra kwrwidi mainwima ong.
Are you bringing traditional clothes for the festival?,Nwng pwjani tagwi paramparik risa pechakma ong do?
We are not cutting trees during the sacred month.,Bwrwi pavitra mahino bwphang tongma ya.
They are preparing the sacred space for the ceremony.,Bwrwi manchaimani tagwi pavitra jaga twiyar ong.
I cannot interpret all the signs in nature.,Ang hakini prakritini chinho byakhya kwrwima paro ya.
She is teaching the art of traditional midwifery.,Bo paramparik dhai kala poraima ong.
My grandmother knows when the rains will come.,Ani bwrwi khoino twichwk phiyok mani.
The children are learning to respect the elders.,Khoroksa bwrwino sammano hikhma ong.
We are preparing the offerings for the ancestors.,Bwrwi purvajni tagwi pugamo twiyar ong.
Are they bringing sacred water for the ritual?,Bwrwi ritualani tagwi pavitra twi pechakma ong do?
I am learning to read the traditional calendar.,Ang paramparik calendar poraima hikhma ong.
She cannot understand why the birds are migrating early.,Bo bobo kwrwidi twkhwi agwi prokhojan buima paro ya.
He is teaching the significance of the harvest moon.,Bo tongma talni gurutwo poraima ong.
The sacred well never dries up.,Pavitra kua tei sukwi ya.
Are you collecting the sacred clay for pottery?,Nwng bartonni tagwi pavitra mati khorokma ong do?
We are not revealing the secret rituals.,Bwrwi gupono ritual prokash ya.
They are making traditional musical instruments from bamboo.,Bwrwi wani paramparik baja slaima ong.
I cannot climb to the sacred peak.,Ang pavitra chatano tongma paro ya.
She is teaching the traditional way of preserving seeds.,Bo paramparik bij tabma niyom poraima ong.
My mother knows how to read the clouds.,Ani mamai bahai rwma poraima mani.
The elders are selecting the site for the new temple.,Bwrwi nwtwi mandirni tagwi jaga bachima ong.
We are going to the sacred waterfall.,Bwrwi pavitra jhorao thangma ong.
Are they bringing offering to the forest deity?,Bwrwi buruma devtani tagwi pugamo pechakma ong do?
I am learning to identify the sacred trees.,Ang pavitra bwphang chinhima hikhma ong.
She cannot understand the ancient writing.,Bo prachino lekhani buima paro ya.
He is teaching traditional weather prediction.,Bo paramparik barsa anuman kwrwima poraima ong.
The village ancestors are believed to protect us.,Nokhai purvajo bwrwino raksha mainwima ong.
Are you bringing medicinal plants for the ceremony?,Nwng manchaimani tagwi jori buti pechakma ong do?
We are not entering the sacred grove during night.,Bwrwi horwi pavitra burumao phesakma ya.
They are preparing traditional attire for the wedding.,Bwrwi biyani tagwi paramparik risa twiyar ong.
I cannot understand the significance of the ritual.,Ang ritualani gurutwo buima paro ya.
She is teaching traditional methods of water conservation.,Bo paramparik twi sonrokhon paddhati poraima ong.
My father knows the boundaries of our ancestral land.,Ani bupha ani purvajni bhumi sima mani.
The birds are building nests before the rainy season.,Twkhwi twichwk rituni agwi ba slaima ong.
We are preparing the sacred fire for the ceremony.,Bwrwi manchaimani tagwi pavitra wa twiyar ong.
Are they performing the traditional dance for rain?,Bwrwi twichwkni tagwi paramparik mulungma kwrwima ong do?
I am going to learn the traditional pottery.,Ang paramparik barton slaima hikhma thangma ong.
She cannot understand the pattern of the seasons.,Bo rituni pattern buima ya.
He is teaching the traditional farming calendar.,Bo paramparik khuma calendar poraima ong.
The sacred mountain is visible from our village.,Pavitra hathai ani nokhaithani naima ong.
Are you bringing traditional sweets for the children?,Nwng khoroksani tagwi paramparik misthano pechakma ong do?
We are not disturbing the nesting birds.,Bwrwi ba jokni twkhwino kwchangwa ya.
They are making traditional medicines from forest herbs.,Bwrwi burumani jori butini paramparik dawai slaima ong.
I cannot recognize the sacred symbols.,Ang pavitra pratikko chinhima paro ya.
She is teaching traditional methods of childrearing.,Bo paramparik khoroksa palmani paddhati poraima ong.
My mother knows how to weave traditional patterns.,Ani mamai bahai paramparik pattern wahma mani.
The elders are telling stories about the great flood.,Bwrwi maha bannani katha rwchapma ong.
We are going to the sacred cave for meditation.,Bwrwi dhyan kwrwimani tagwi pavitra guphao thangma ong.
Are they bringing the sacred fire to the new house?,Bwrwi nwtwi nokno pavitra wa pechakma ong do?
I am learning the traditional art of weaving.,Ang paramparik wahma kala hikhma ong.
She cannot understand the migration of birds.,Bo twkhwini prokhojanno buima paro ya.
He is teaching how to read the position of stars.,Bo bahai twkhwini sthiti poraima poraima ong.
The sacred tree is believed to grant wishes.,Pavitra bwphang ichcha puronna mainwima ong.
Are you bringing traditional gifts for the newborn?,Nwng nwtwi jonmani tagwi paramparik uphar pechakma ong do?
We are not cutting bamboo during the full moon.,Bwrwi purnimao wa tongma ya.
They are performing the traditional ceremony for the departed.,Bwrwi nangkramani tagwi paramparik manchaima kwrwima ong.
I cannot climb the sacred cliff.,Ang pavitra pabataro tongma paro ya.
She is teaching the traditional funeral rites.,Bo paramparik antyesti samskar poraima ong.
My father knows the sacred chants for healing.,Ani bupha nirokmani tagwi pavitra mantra mani.
The birds are warning of approaching danger.,Twkhwi phiyokma vipattini barai chetawoni ong.
We are preparing traditional ornaments for the bride.,Bwrwi brideani tagwi paramparik gahona twiyar ong.
Are they performing the planting ritual today?,Bwrwi diniwi tuima ritual kwrwima ong do?
I am going to learn the traditional art of metal work.,Ang paramparik dhatu kami kala hikhma thangma ong.
She cannot understand the cycle of the moon.,Bo talni chakra buima paro ya.
He is teaching the traditional martial arts.,Bo paramparik martial arts poraima ong.
The village is situated between two sacred rivers.,Nokhai bwrwi pavitra chimani majari sthiti ong.
Are you bringing traditional instruments for the harvest festival?,Nwng tongma pwjani tagwi paramparik baja pechakma ong do?
We are not entering the sacred chamber.,Bwrwi pavitra kakkhao phesakma ya.
They are making traditional toys for the children.,Bwrwi khoroksani tagwi paramparik khelbobo slaima ong.
I cannot understand the ancient numbering system.,Ang prachino sankha paddhati buima paro ya.
She is teaching the art of traditional face painting.,Bo paramparik mukha rangma
I enrolled in a new course.,Ang nwtwi course join khama.
She is preparing for the interview.,Bo interview twiyar ong.
He scheduled a meeting.,Bo meeting somoy rangma.
They submitted their forms.,Bwrwi formini pechak khama.
Please upload the marksheet.,Marksheet upload khum.
We checked the results.,Bwrwi result naima.
She scored full marks.,Bo mark khotor mani.
He failed to attend.,Bo phiyok ya.
I missed the bus.,Ang bus miss khama.
She joined online class.,Bo online class join khama.
He is using Wi-Fi.,Bo Wi-Fi barwi ong.
Please charge your laptop.,Laptop charge khum.
They completed the task.,Bwrwi task finish khama.
I added a reminder.,Ang reminder add khama.
She created an event.,Bo program sorkha.
He forgot his password.,Bo boni password pahari.
We logged out.,Bwrwi logout khama.
Please mute your mic.,Mic mute khum.
They opened the attachment.,Bwrwi attachment phangkha.
I cleared my history.,Ang history delete khama.
She browsed the website.,Bo website naima.
He enabled notifications.,Bo notification thangkha.
We updated the browser.,Bwrwi browser update khama.
Please change the language.,Thum change khum.
They changed the wallpaper.,Bwrwi wallpaper change khama.
I created a shortcut.,Ang shortcut sorkha.
She saved the audio.,Bo audio save khama.
He shared his screen.,Bo boni screen share khama.
We edited the post.,Bwrwi post edit khama.
Please refresh the inbox.,Inbox refresh khum.
They enabled two-step login.,Bwrwi double login thangkha.
I deleted the spam mails.,Ang spam mail delete khama.
She created a playlist.,Bo playlist sorkha.
He turned on Bluetooth.,Bo Bluetooth thangkha.
We downloaded the app.,Bwrwi app download khama.
Please sync the contacts.,Contact sync khum.
They opened the spreadsheet.,Bwrwi Excel file phangkha.
I exported the report.,Ang report export khama.
She installed an extension.,Bo extension install khama.
He joined the webinar.,Bo webinar join khama.
We are updating the system.,Bwrwi system update khama ong.
Please restart your computer.,Computer restart khum.
They formatted the USB drive.,Bwrwi pendrive format khama.
I uploaded a PDF.,Ang PDF upload khama.
She shared the screenshots.,Bo screenshot share khama.
He locked the desktop.,Bo desktop lock khama.
We cleared the cache.,Bwrwi cache delete khama.
Please upload your ID proof.,ID card upload khum.
They muted the participants.,Bwrwi member mute khama.
I customized the toolbar.,Ang toolbar modify khama.
She fixed the login issue.,Bo login somoy phangma.
He added a bookmark.,Bo bookmark add khama.
We installed the antivirus.,Bwrwi antivirus install khama.
Please download the user guide.,User guide download khum.
They updated the settings.,Bwrwi setting update khama.
I changed the background.,Ang background change khama.
She created a group chat.,Bo group chat sorkha.
He replied to the mail.,Bo mail jawab khama.
We forwarded the message.,Bwrwi message pechak khama.
Please accept the terms.,Terms mani hum.
They recorded the call.,Bwrwi call record khama.
I edited the photo.,Ang photo edit khama.
She enabled screen recording.,Bo screen record thangkha.
He uploaded the notes.,Bo note upload khama.
We saved the link.,Bwrwi link save khama.
Please use the search bar.,Search bar barwi khum.
They are translating the document.,Bwrwi document translate khama ong.
I bookmarked the article.,Ang article bookmark khama.
She shared her password.,Bo boni password share khama.
He logged into Zoom.,Bo Zoomo login khama.
We created a Google Form.,Bwrwi Google Form sorkha.
Please click on the button.,Button chatha hum.
They scheduled a test.,Bwrwi test somoy rangma.
I downloaded the result.,Ang result download khama.
She printed the question paper.,Bo question paper print khama.
He missed the assignment.,Bo assignment pechak ya.
We submitted our feedback.,Bwrwi feedback pechak khama.
Please mute your speaker.,Speaker mute khum.
They locked the profile.,Bwrwi profile lock khama.
I restarted my device.,Ang phoneno restart khama.
She enabled night mode.,Bo night mode thangkha.
He changed the email.,Bo email change khama.
We saved the recording.,Bwrwi recording save khama.
Please activate your SIM.,SIM activate khum.
They scanned the QR code.,Bwrwi QR code scan khama.
I closed all tabs.,Ang khotor tab phatek.
She replied to the group.,Bo groupo jawab khama.
He switched off the router.,Bo router wanchaya.
We created a shortcut.,Bwrwi shortcut sorkha.
Please rename the file.,File mung change khum.
They switched accounts.,Bwrwi account change khama.
I uploaded the zip file.,Ang zip file upload khama.
She adjusted the volume.,Bo sound thik khama.
He fixed the audio issue.,Bo audio somoy phangma.
We are attending the webinar.,Bwrwi webinar join khama ong.
Please turn on screen share.,Screen share thangkha hum.
They downloaded the invite.,Bwrwi invitation download khama.
I saved the draft.,Ang draft save khama.
She removed the member.,Bo member hata khama.
He replied to the comment.,Bo comment jawab khama.
We switched to dark mode.,Bwrwi dark mode change khama.
Please open your gallery.,Gallery phangkha hum.
They changed the network.,Bwrwi network change khama.
I added a new contact.,Ang nwtwi contact add khama.
She watched the tutorial.,Bo tutorial naima.
He deleted old contacts.,Bo bwchap contact delete khama.
We backed up the photos.,Bwrwi photo backup khama.
Please scan your document.,Document scan khum.
They locked the screen.,Bwrwi screen lock khama.
I updated my password.,Ang password change khama.
She connected to Wi-Fi.,Bo Wi-Fi jora.
He enabled hotspot.,Bo hotspot thangkha.
We started the download.,Bwrwi download start khama.
Please stop the video.,Video wanchaya hum.
They reviewed the project.,Bwrwi project review khama.
I uploaded the resume.,Ang resume upload khama.
She signed the PDF.,Bo PDF sign khama.
He copied the folder.,Bo folder copy khama.
We printed the chart.,Bwrwi chart print khama.
Please charge your tablet.,Tablet charge khum.
They created a slideshow.,Bwrwi slide sorkha.
I adjusted the brightness.,Ang phangswi thik khama.
She deleted unnecessary files.,Bo file ya barwi delete khama.
He closed the tab.,Bo tab phatek.
We renamed the folder.,Bwrwi folder mung change khama.
Please logout from the site.,Website logout khum.
They exported the database.,Bwrwi data export khama.
I enabled location access.,Ang location thangkha.
She cleared the browsing history.,Bo browser history delete khama.
He uploaded the scanned copy.,Bo scanned copy upload khama.
We arranged the files.,Bwrwi file rangma.
Please type the captcha.,Captcha swima hum.
They signed the agreement.,Bwrwi agreement sign khama.
I reported the issue.,Ang somoy rwchap khama.
She accepted the terms.,Bo condition mani.
He forwarded the mail.,Bo mail pechak khama.
We changed our username.,Bwrwi username change khama.
Please paste the copied link.,Link chipaima hum.
They set the alarm.,Bwrwi alarm rangma.
I joined the online session.,Ang online class join khama.
She added a new device.,Bo nwtwi phone add khama.
He activated his account.,Bo account start khama.
We added a payment method.,Bwrwi payment method add khama.
Please confirm the transaction.,Payment confirm khum.
They scanned the barcode.,Bwrwi barcode scan khama.
I paid the fee online.,Ang fee online brai.
She downloaded the receipt.,Bo receipt download khama.
He forgot to log out.,Bo logout pahari.
We received the confirmation.,Bwrwi confirmni jawab mani.
Please upload your signature.,Sign upload khum.
They selected the date.,Bwrwi tarik rangma.
I entered the OTP.,Ang OTP dukha.
She clicked on the image.,Bo photo chatha.
He changed the SIM.,Bo SIM change khama.
We submitted the application.,Bwrwi apply form pechak khama.
I declined the invitation.,Ang invitation mani ya.
She updated her profile.,Bo boni profile update khama.
He followed the instructions.,Bo direction salani.
Please save your progress.,Progress save khum.
They are uploading a video.,Bwrwi video upload khama ong.
I changed the language.,Ang thum change khama.
She opened the dashboard.,Bo dashboard phangkha.
He is syncing the data.,Bo data sync khama ong.
We logged into the system.,Bwrwi system login khama.
She verified the account.,Bo account verify khama.
He disabled the option.,Bo option stop khama.
Please enter the password.,Password dukhum.
They refreshed the tab.,Bwrwi tab refresh khama.
I recharged the phone.,Ang phoneno recharge khama.
She customized the settings.,Bo setting modify khama.
He enabled notifications.,Bo notification thangkha.
We checked the balance.,Bwrwi balance check khama.
She organized the folders.,Bo folder rangma.
He reset the app.,Bo app reset khama.
Please install the update.,Update install khum.
They adjusted the brightness.,Bwrwi phangswi thik khama.
I changed the theme.,Ang theme change khama.
She downloaded the template.,Bo template download khama.
He installed antivirus.,Bo antivirus install khama.
We deleted unused files.,Bwrwi file ya barwi delete khama.
She scanned the QR code.,Bo QR code scan khama.
He checked the calendar.,Bo calendar naima.
Please create a backup.,Backup sorkha khum.
They removed the shortcut.,Bwrwi shortcut hata khama.
I synced my contacts.,Ang ani contact sync khama.
She added an event.,Bo program add khama.
He joined the video call.,Bo video call join khama.
We completed the survey.,Bwrwi survey finish khama.
She created a report.,Bo report sorkha.
He is logging out.,Bo logout khama ong.
Please check your inbox.,Nini inbox check khum.
They muted the group.,Bwrwi group mute khama.
I archived the chats.,Ang chat archive khama.
She enabled dark mode.,Bo dark mode thangkha.
He started the meeting.,Bo meeting start khama.
We shared the invitation.,Bwrwi invitation share khama.
She confirmed the booking.,Bo ticket confirm khama.
He edited his profile.,Bo boni profile edit khama.
Please leave the group.,Group chaya hum.
They created a poll.,Bwrwi poll sorkha.
I turned off auto-sync.,Ang auto-sync wanchaya.
She changed her number.,Bo boni number change khama.
He uploaded a document.,Bo document upload khama.
We sent the feedback.,Bwrwi feedback pechak.
She backed up the files.,Bo file backup khama.
He enabled voice control.,Bo rwchap ni thangkha.
Please download the update.,Update download khum.
They locked the settings.,Bwrwi setting lock khama.
I viewed the gallery.,Ang gallery naima.
She deleted old messages.,Bo bwchap message delete khama.
He created a password.,Bo password sorkha.
We updated the app.,Bwrwi app update khama.
She shared her location.,Bo boni location share khama.
He is using fingerprint lock.,Bo finger lock barwi ong.
Please turn off location.,Location wanchaya hum.
They accepted the invite.,Bwrwi invitation mani.
I joined the class.,Ang class join khama.
She is submitting the assignment.,Bo assignment pechak khama ong.
He uploaded the homework.,Bo homework upload khama.
We checked the timetable.,Bwrwi timetable naima.
She downloaded the result.,Bo result download khama.
He printed the admit card.,Bo admit card print khama.
Please bring your ID card.,Nini ID card pechak hum.
They verified the marks.,Bwrwi mark verify khama.
I submitted the project.,Ang project pechak khama.
She updated her resume.,Bo resume update khama.
He wrote a cover letter.,Bo letter swima.
We applied for the exam.,Bwrwi test karoni apply khama.
She completed the course.,Bo course finish khama.
He failed the test.,Bo test pass ya.
Please review the notes.,Note review khum.
They passed the semester.,Bwrwi semester pass khama.
I topped the class.,Ang class top khama.
She is watching the lecture.,Bo lecture naima ong.
He shared his notes.,Bo boni note share khama.
We booked the seat.,Bwrwi seat book khama.
She downloaded the syllabus.,Bo syllabus download khama.
He applied for admission.,Bo admission apply khama.
Please print your hall ticket.,Nini hall ticket print khum.
They attended the seminar.,Bwrwi seminar join khama.
I submitted the registration form.,Ang registration form pechak khama.
She joined the training.,Bo training join khama.
He missed the deadline.,Bo deadline khama ya.
We organized the workshop.,Bwrwi workshop rangma.
She presented the topic.,Bo topic rwchap khama.
He uploaded his certificate.,Bo certificate upload khama.
Please sign the attendance sheet.,Attendance paper sign khum.
They uploaded the notes.,Bwrwi note upload Khama
We are reviewing the lessons.,Bwrwi lesson review khama ong.
He is watching the sunrise.,Bo sal bwkha naima ong.
She is cleaning her phone.,Bo boni phoneno phangma ong.
Please press the button.,Button chatha hum.
They are turning off the lights.,Bwrwi phorang wanchaya ong.
I watered the flowers.,Ang bwkhlukno twi laima.
He is arranging the tools.,Bo tools rangma ong.
She is saving the document.,Bo document save khama ong.
We repaired the fan.,Bwrwi fan phangma.
He changed the settings.,Bo setting change khama.
Please draw a straight line.,Lambani phai borokma hum.
She pasted the sticker.,Bo sticker chipaima.
They closed all the doors.,Bwrwi khotor duwar phatek.
He filled the bottle.,Bo bottle laima.
I collected the papers.,Ang paper khorokma.
She copied the text.,Bo text copy khama.
He is installing the software.,Bo software install khama ong.
Please restart the computer.,Computer restart khum.
They are typing the article.,Bwrwi article swima ong.
I opened the file.,Ang file phangkha.
He cleaned the whiteboard.,Bo whiteboard phangma.
She sharpened her pencil.,Bo boni pencil tharaima.
We are scanning the documents.,Bwrwi document scan khama ong.
He downloaded the image.,Bo image download khama.
Please format the page.,Page format khum.
She wrote the notes.,Bo note swima.
They are updating the app.,Bwrwi app update khama ong.
He is fixing the remote.,Bo remote phangma ong.
I charged the battery.,Ang battery charge khama.
She printed the report.,Bo report print khama.
We are collecting the data.,Bwrwi data khorokma ong.
He recorded the video.,Bo video record khama.
She is labeling the files.,Bo file label khama ong.
They organized the event.,Bwrwi program rangma.
I am checking the mail.,Ang mail check khama ong.
He opened the locker.,Bo locker phangkha.
Please put it in the folder.,Foldero bini rang hum.
She closed the file.,Bo file phatek.
He is downloading the music.,Bo musika download khama ong.
They shared the screen.,Bwrwi screen share khama.
I saved the contact.,Ang contact save khama.
She scanned the barcode.,Bo barcode scan khama.
He wrote the feedback.,Bo feedback swima.
Please send the message.,Message pechak hum.
They created a new folder.,Bwrwi nwtwi folder sorkha.
She attached the document.,Bo document attach khama.
I am uploading the photo.,Ang photo upload khama ong.
He cleaned the keyboard.,Bo keyboard phangma.
She is using a new laptop.,Bo nwtwi laptop barwi ong.
We edited the image.,Bwrwi photo edit khama.
He is signing the paper.,Bo paper sign khama ong.
Please copy the link.,Link copy khum.
She recorded the voice.,Bo rwchap record khama.
They are joining the meeting.,Bwrwi meetingo join khama ong.
I am turning off the speaker.,Ang speaker wanchaya ong.
He reset the password.,Bo password reset khama.
She is uploading the assignment.,Bo assignment upload khama ong.
We created a presentation.,Bwrwi presentation sorkha.
He edited the slide.,Bo slide edit khama.
Please download the file.,File download khum.
She turned off the mic.,Bo mic wanchaya.
They are watching the webinar.,Bwrwi webinar naima ong.
I opened the tab.,Ang tab phangkha.
He muted the audio.,Bo audio mute khama.
She organized the workspace.,Bo office rangma.
We cleaned the projector.,Bwrwi projector phangma.
He exported the data.,Bo data export khama.
Please connect the charger.,Charger jora hum.
She is preparing the invoice.,Bo invoice twiyar ong.
They switched the cable.,Bwrwi cable change khama.
I am printing the bill.,Ang bill print khama ong.
He closed the application.,Bo app phatek.
She changed the wallpaper.,Bo wallpaper change khama.
We saved the screenshot.,Bwrwi screenshot save khama.
He locked the screen.,Bo screen lock khama.
Please restart the router.,Router restart khum.
They are formatting the drive.,Bwrwi drive format khama ong.
She opened the settings.,Bo setting phangkha.
He repaired the mouse.,Bo mouse phangma.
I changed the font.,Ang font change khama.
She created the design.,Bo design sorkha.
We are testing the connection.,Bwrwi connection test khama ong.
He turned on the monitor.,Bo monitor thangkha.
Please refresh the page.,Page refresh khum.
She added a comment.,Bo comment add khama.
They shared the document.,Bwrwi document share khama.
I am updating the software.,Ang software update khama ong.
He clicked the notification.,Bo notification chatha.
She searched the topic.,Bo topic naima.
We created a user ID.,Bwrwi user ID sorkha.
He activated the account.,Bo account start khama.
Please remove the error.,Error hata hum.
They corrected the spelling.,Bwrwi spelling thik khama.
She signed the agreement.,Bo agreement sign khama.
He accepted the request.,Bo request mani.
The child is playing.,Khoroksa chelma ong.
She is learning dance.,Bo mulungma hikhma ong.
I drank a glass of milk.,Ang dudukwi cha unga.
Please keep the books here.,Boi bwini rang hum.
He is watching the clock.,Bo somoyni ghori naima ong.
They are fixing the fence.,Bwrwi simsa phangma ong.
Do not throw garbage here.,Bwini kusa chaya hum.
She is listening carefully.,Bo bwtwi khnama ong.
We are waiting for you.,Bwrwi nwngno tagwi nangyak ong.
He is opening the door.,Bo duwar phangkha ong.
I am writing in my diary.,Ang ani diary swima ong.
She cleaned her glasses.,Bo boni chosma phangma.
They are going for a walk.,Bwrwi langma thangma ong.
He is organizing his table.,Bo boni table phangma ong.
Please give me some paper.,Angno mwnte paper hum.
I like this picture.,Ang bini photo khuswi.
She is organizing her clothes.,Bo boni risani phangma ong.
He took the medicine.,Bo dawai laima.
We are drawing together.,Bwrwi kharing phai borokma ong.
I am preparing my bag.,Ang ani bag twiyar ong.
The water is very clean.,Twi dangwi phang.
Please sweep the floor.,Bhitor phangma hum.
She closed the window.,Bo janela phatek.
He locked the gate.,Bo gate lock khama.
They planted flowers.,Bwrwi bwkhluk tuima.
I boiled the water.,Ang twi ujaima.
He is wearing a jacket.,Bo jacket chima ong.
She folded the clothes.,Bo risa sikhama.
The wind is blowing.,Rwng rwng rwngma ong.
Please bring the chairs.,Kwdalwi pechak hum.
We ate rice and fish.,Bwrwi mai ha chamai.
He is waiting for the teacher.,Bo masterno tagwi nangyak ong.
She wrote a poem.,Bo kobor swima.
I am fixing the light.,Ang phorang phangma ong.
They are cleaning the blackboard.,Bwrwi blackboard phangma ong.
She is baking bread.,Bo ruti chekma ong.
He is drinking juice.,Bo juice unga ong.
Please keep silence.,Thwgwi tong hum.
I love reading.,Ang poraima jola.
We are studying for exams.,Bwrwi test karoni poraima ong.
She is walking with her dog.,Bo suino kharing lambani thangma ong.
He sharpened the pencil.,Bo pencil tharaima.
They are going to the zoo.,Bwrwi zoot thangma ong.
Please close the curtains.,Curtain phatek hum.
I cleaned the table.,Ang table phangma.
He brought a big box.,Bo barwi bakswi pechak.
We are arranging the chairs.,Bwrwi kwdalwi rangma ong.
She carried a basket.,Bo basket tongma.
I am going to the library.,Ang libraryo thangma ong.
He is folding the bedsheet.,Bo bwsam sikhma ong.
They are reading quietly.,Bwrwi thwgwi poraima ong.
Please boil the milk.,Duduk ujaima hum.
I fixed the clock.,Ang ghori phangma.
She is wearing bangles.,Bo churi chima ong.
He lost his pen.,Bo boni pen harai.
We cleaned the blackboard.,Bwrwi blackboard phangma.
The sky is clear today.,Akaso diniwi phang.
She washed the dishes.,Bo thalwi silaima.
He brought the files.,Bo file pechak.
I am printing the document.,Ang document print khama ong.
Please turn off the fan.,Fan wanchaya hum.
They painted the wall.,Bwrwi dewal rangma.
She arranged the books.,Bo boi rangma.
He turned on the lights.,Bo phorang thangkha.
We are discussing the topic.,Bwrwi topic rwchap ong.
She is ironing the clothes.,Bo risa iron khama ong.
He packed his bag.,Bo boni bag pack khama.
I am editing the document.,Ang document edit khama ong.
Please erase the board.,Board delma hum.
They closed the windows.,Bwrwi janela phatek.
She downloaded the files.,Bo file download khama.
He is watching a documentary.,Bo documentary naima ong.
We folded the blankets.,Bwrwi blanket sikhama.
She brought the vegetables.,Bo pechak pechak.
He is fixing the switch.,Bo switch phangma ong.
Please write the heading.,Heading swima hum.
They washed their hands.,Bwrwi yakung silaima.
She arranged the bed.,Bo bwsam rangma.
He charged the battery.,Bo battery charge khama.
I am cleaning my laptop.,Ang ani laptop phangma ong.
She is cutting the paper.,Bo paper tongma ong.
He is searching for the charger.,Bo charger tagwi naima ong.
We are preparing for the meeting.,Bwrwi meeting twiyar ong.
She wore a scarf.,Bo scarf chima.
Please check the documents.,Document check hum.
He is folding the napkins.,Bo napkin sikhma ong.
She updated the file.,Bo file update khama.
They cleaned the chairs.,Bwrwi kwdalwi phangma.
He clicked the photo.,Bo photo laima.
We are lighting candles.,Bwrwi mwnwi thangkha ong.
She is typing the report.,Bo report typing khama ong.
He corrected the answer.,Bo jawab thik khama.
Please copy this text.,Bini text copy khum.
She is formatting the file.,Bo file format khama ong.
He fixed the door lock.,Bo duwar lock phangma.
I printed the notes.,Ang note print khama.
We are cleaning the shelves.,Bwrwi shelf phangma ong.
He organized the cupboard.,Bo cupboard rangma.
She stitched the button.,Bo button sewm khama.
They are polishing the shoes.,Bwrwi juta polish khama ong.
I am organizing the files.,Ang file rangma ong.
Please staple the papers.,Paper staple khum.
He is checking the attendance.,Bo attendance check khama ong.
She deleted the message.,Bo message delete khama.
I wrote the summary.,Ang summary swima.
I woke up early today.,Ang diniwi agwi bwsakha.
She forgot her umbrella.,Bo boni chata pahari.
He bought a new phone.,Bo nwtwi phone brai.
